,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
0,Afghanistan,AFG,1979,18.0,46.0,11.0,Asia
1,Afghanistan,AFG,2011,31.0,62.0,32.0,Asia
2,Afghanistan,AFG,2015,33.75384,57.73505,25.48416,Asia
3,Afghanistan,AFG,2021,37.0,71.0,42.0,Asia
4,Afghanistan,AFG,2022,,83.4,44.17171,Asia
5,Albania,ALB,2001,99.0,99.0,99.0,Europe
6,Albania,ALB,2005,,,99.49,Europe
7,Albania,ALB,2008,96.0,99.0,99.0,Europe
8,Albania,ALB,2009,,94.82,96.61,Europe
9,Albania,ALB,2011,97.0,99.0,99.0,Europe
10,Albania,ALB,2012,97.0,99.0,99.0,Europe
11,Albania,ALB,2017,98.81623,98.58999,99.52556,Europe
12,Algeria,DZA,1987,50.0,86.0,62.0,Africa
13,Algeria,DZA,2002,70.0,94.0,86.0,Africa
14,Algeria,DZA,2006,73.0,94.0,89.0,Africa
15,Algeria,DZA,2008,75.0,96.0,92.0,Africa
16,Algeria,DZA,2019,,64.79,97.9897,Africa
17,American Samoa,ASM,1980,97.0,98.0,97.0,Oceania
18,Angola,AGO,2001,67.0,84.0,63.0,Africa
19,Angola,AGO,2014,66.0,85.0,71.0,Africa
20,Angola,AGO,2015,66.23586,83.96919,67.4276,Africa
21,Anguilla,AIA,1984,95.0,99.0,99.0,North America
22,Antigua and Barbuda,ATG,2001,99.0,,,
23,Argentina,ARG,1980,94.0,96.0,97.0,South America
24,Argentina,ARG,1991,96.0,98.0,99.0,South America
25,Argentina,ARG,2001,97.0,99.0,99.0,South America
26,Armenia,ARM,1989,99.0,100.0,100.0,Asia
27,Armenia,ARM,2000,,100.0,100.0,Asia
28,Armenia,ARM,2001,99.0,100.0,100.0,Asia
29,Armenia,ARM,2011,100.0,100.0,100.0,Asia
30,Armenia,ARM,2016,100.0,100.0,100.0,Asia
31,Armenia,ARM,2017,100.0,100.0,100.0,Asia
32,Armenia,ARM,2020,100.0,100.0,100.0,Asia
33,Armenia,ARM,2022,99.825,99.64871,99.91656,Asia
34,Aruba,ABW,2000,97.0,99.0,99.0,North America
35,Aruba,ABW,2010,97.0,99.0,99.0,North America
36,Azerbaijan,AZE,1999,99.0,100.0,100.0,Asia
37,Azerbaijan,AZE,2006,,100.0,100.0,Asia
38,Azerbaijan,AZE,2007,100.0,100.0,100.0,Asia
39,Azerbaijan,AZE,2009,100.0,100.0,100.0,Asia
40,Azerbaijan,AZE,2010,100.0,100.0,100.0,Asia
41,Azerbaijan,AZE,2011,100.0,100.0,100.0,Asia
42,Azerbaijan,AZE,2012,100.0,100.0,100.0,Asia
43,Azerbaijan,AZE,2013,100.0,100.0,100.0,Asia
44,Azerbaijan,AZE,2014,100.0,100.0,100.0,Asia
45,Azerbaijan,AZE,2015,100.0,100.0,100.0,Asia
46,Azerbaijan,AZE,2016,100.0,100.0,100.0,Asia
47,Azerbaijan,AZE,2017,100.0,100.0,100.0,Asia
48,Azerbaijan,AZE,2019,100.0,100.0,100.0,Asia
49,Azerbaijan,AZE,2023,100.0,100.0,100.0,Asia
50,Bahrain,BHR,1981,70.0,90.0,82.0,Asia
51,Bahrain,BHR,1991,84.0,97.0,97.0,Asia
52,Bahrain,BHR,2001,87.0,97.0,97.0,Asia
53,Bahrain,BHR,2022,98.0,99.0,99.0,Asia
54,Bahrain,BHR,2023,98.0,99.0,99.0,Asia
55,Bangladesh,BGD,1981,29.0,44.0,27.0,Asia
56,Bangladesh,BGD,1991,35.0,52.0,38.0,Asia
57,Bangladesh,BGD,2000,,100.0,100.0,Asia
58,Bangladesh,BGD,2001,47.0,67.0,60.0,Asia
59,Bangladesh,BGD,2006,,,87.2,Asia
60,Bangladesh,BGD,2007,,90.51,77.09,Asia
61,Bangladesh,BGD,2011,59.0,76.0,80.0,Asia
62,Bangladesh,BGD,2012,58.0,76.0,79.0,Asia
63,Bangladesh,BGD,2013,61.0,84.0,87.0,Asia
64,Bangladesh,BGD,2014,61.0,85.0,86.0,Asia
65,Bangladesh,BGD,2015,65.0,86.0,90.0,Asia
66,Bangladesh,BGD,2016,73.0,91.0,94.0,Asia
67,Bangladesh,BGD,2017,73.0,92.0,94.0,Asia
68,Bangladesh,BGD,2018,74.0,92.0,95.0,Asia
69,Bangladesh,BGD,2019,75.0,94.0,96.0,Asia
70,Bangladesh,BGD,2020,75.0,93.0,96.0,Asia
71,Bangladesh,BGD,2021,76.0,94.0,96.0,Asia
72,Bangladesh,BGD,2022,79.0,92.0,94.0,Asia
73,Barbados,BRB,1970,99.0,100.0,100.0,North America
74,Barbados,BRB,2012,,100.0,100.0,North America
75,Belarus,BLR,1989,98.0,100.0,100.0,Europe
76,Belarus,BLR,1999,100.0,100.0,100.0,Europe
77,Belarus,BLR,2005,,,99.98,Europe
78,Belarus,BLR,2009,100.0,100.0,100.0,Europe
79,Belarus,BLR,2012,,100.0,100.0,Europe
80,Belarus,BLR,2019,100.0,100.0,100.0,Europe
81,Belize,BLZ,1991,70.0,77.0,78.0,North America
82,Belize,BLZ,2006,,,95.13,North America
83,Belize,BLZ,2011,,,96.6,North America
84,Belize,BLZ,2015,90.91604,97.82818,98.07905,North America
85,Benin,BEN,1979,16.0,46.0,18.0,Africa
86,Benin,BEN,1992,27.0,55.0,27.0,Africa
87,Benin,BEN,2001,,61.08,31.85,Africa
88,Benin,BEN,2002,35.0,59.0,33.0,Africa
89,Benin,BEN,2006,,72.07,39.53,Africa
90,Benin,BEN,2017,38.87121,66.79979,50.98536,Africa
91,Benin,BEN,2019,48.99828,76.35444,62.76271,Africa
92,Benin,BEN,2021,43.83417,70.96799,59.18644,Africa
93,Benin,BEN,2022,51.37877,74.60011,67.93813,Africa
94,Bhutan,BTN,2005,53.0,80.0,68.0,Asia
95,Bhutan,BTN,2010,,,63.34,Asia
96,Bhutan,BTN,2012,55.0,90.0,82.0,Asia
97,Bhutan,BTN,2017,67.0,93.0,93.0,Asia
98,Bolivia,BOL,1976,63.0,91.0,76.0,South America
99,Bolivia,BOL,1992,80.0,96.0,92.0,South America
100,Bolivia,BOL,2000,,98.4,96.3,South America
101,Bolivia,BOL,2001,87.0,98.2,96.5,South America
102,Bolivia,BOL,2002,,99.1,97.1,South America
103,Bolivia,BOL,2003,,99.47,96.67,South America
104,Bolivia,BOL,2004,,99.6,98.6,South America
105,Bolivia,BOL,2005,,99.3,98.4,South America
106,Bolivia,BOL,2006,,99.4,97.4,South America
107,Bolivia,BOL,2007,91.0,99.8,99.1,South America
108,Bolivia,BOL,2008,91.0,99.4,99.0,South America
109,Bolivia,BOL,2009,91.0,99.7,99.1,South America
110,Bolivia,BOL,2011,92.0,99.3,98.8,South America
111,Bolivia,BOL,2012,94.0,99.5,99.2,South America
112,Bolivia,BOL,2013,,99.5,99.2,South America
113,Bolivia,BOL,2014,,99.7,99.2,South America
114,Bolivia,BOL,2015,92.0,99.4,99.4,South America
115,Bolivia,BOL,2016,,99.5,99.3,South America
116,Bolivia,BOL,2017,,99.4,99.3,South America
117,Bolivia,BOL,2018,,99.7,99.4,South America
118,Bolivia,BOL,2019,,99.7,99.4,South America
119,Bolivia,BOL,2020,94.0,99.6,99.5,South America
120,Bolivia,BOL,2021,,99.5,99.5,South America
121,Bosnia and Herzegovina,BIH,1991,89.0,99.0,99.0,Europe
122,Bosnia and Herzegovina,BIH,2000,97.0,100.0,100.0,Europe
123,Bosnia and Herzegovina,BIH,2006,,,99.82,Europe
124,Bosnia and Herzegovina,BIH,2013,97.0,100.0,100.0,Europe
125,Botswana,BWA,1991,69.0,86.0,92.0,Africa
126,Botswana,BWA,2003,81.0,92.0,96.0,Africa
127,Brazil,BRA,1980,75.0,83.0,85.0,South America
128,Brazil,BRA,2000,86.0,93.0,96.0,South America
129,Brazil,BRA,2001,,94.7,96.9,South America
130,Brazil,BRA,2002,,95.1,97.5,South America
131,Brazil,BRA,2003,,95.6,97.7,South America
132,Brazil,BRA,2004,89.0,95.7,97.9,South America
133,Brazil,BRA,2005,,96.1,98.1,South America
134,Brazil,BRA,2006,90.0,96.8,98.3,South America
135,Brazil,BRA,2007,90.0,97.0,98.6,South America
136,Brazil,BRA,2008,90.0,97.2,98.5,South America
137,Brazil,BRA,2009,90.0,97.4,98.7,South America
138,Brazil,BRA,2010,90.0,97.0,98.0,South America
139,Brazil,BRA,2011,91.0,97.9,99.1,South America
140,Brazil,BRA,2012,91.0,98.2,99.0,South America
141,Brazil,BRA,2013,91.0,98.3,99.2,South America
142,Brazil,BRA,2014,92.0,98.4,99.3,South America
143,Brazil,BRA,2015,92.0,98.6,99.3,South America
144,Brazil,BRA,2016,93.0,98.7,99.5,South America
145,Brazil,BRA,2017,93.0,98.8,99.5,South America
146,Brazil,BRA,2018,93.0,98.7,99.4,South America
147,Brazil,BRA,2019,,98.7,99.5,South America
148,Brazil,BRA,2020,,99.0,99.5,South America
149,Brazil,BRA,2021,,99.1,99.5,South America
150,Brazil,BRA,2022,,99.0,99.6,South America
151,Brazil,BRA,2023,,99.0,99.6,South America
152,Brunei,BRN,1981,78.0,94.0,93.0,Asia
153,Brunei,BRN,1991,88.0,98.0,98.0,Asia
154,Brunei,BRN,2001,93.0,99.0,99.0,Asia
155,Brunei,BRN,2011,96.0,99.0,100.0,Asia
156,Bulgaria,BGR,2001,98.0,98.0,98.0,Europe
157,Bulgaria,BGR,2011,98.0,98.0,98.0,Europe
158,Burkina Faso,BFA,1975,9.0,22.0,7.0,Africa
159,Burkina Faso,BFA,1991,14.0,27.0,14.0,Africa
160,Burkina Faso,BFA,1996,13.0,25.0,14.0,Africa
161,Burkina Faso,BFA,2003,22.0,38.0,25.0,Africa
162,Burkina Faso,BFA,2005,24.0,40.0,26.0,Africa
163,Burkina Faso,BFA,2006,22.0,40.0,27.0,Africa
164,Burkina Faso,BFA,2007,28.0,47.0,33.0,Africa
165,Burkina Faso,BFA,2010,,47.04,27.24,Africa
166,Burkina Faso,BFA,2014,35.0,57.0,44.0,Africa
167,Burkina Faso,BFA,2018,39.0,64.0,54.0,Africa
168,Burkina Faso,BFA,2019,30.0,51.0,44.0,Africa
169,Burkina Faso,BFA,2021,36.96738,66.64593,58.758,Africa
170,Burkina Faso,BFA,2022,40.92361,65.47311,60.56925,Africa
171,Burundi,BDI,1979,23.0,41.0,21.0,Africa
172,Burundi,BDI,1990,37.0,59.0,48.0,Africa
173,Burundi,BDI,2000,59.0,77.0,70.0,Africa
174,Burundi,BDI,2005,,,52.83,Africa
175,Burundi,BDI,2008,48.0,67.0,57.0,Africa
176,Burundi,BDI,2010,,82.66,66.51,Africa
177,Burundi,BDI,2014,62.0,85.0,75.0,Africa
178,Burundi,BDI,2016,65.68774,86.7551,82.08605,Africa
179,Burundi,BDI,2017,68.0,91.0,86.0,Africa
180,Cambodia,KHM,1998,67.0,82.0,71.0,Asia
181,Cambodia,KHM,2000,,,54.67,Asia
182,Cambodia,KHM,2004,74.0,88.0,79.0,Asia
183,Cambodia,KHM,2005,,100.0,67.33,Asia
184,Cambodia,KHM,2008,77.0,89.0,86.0,Asia
185,Cambodia,KHM,2009,76.0,88.0,86.0,Asia
186,Cambodia,KHM,2010,,80.6,78.02,Asia
187,Cambodia,KHM,2014,78.0,90.0,90.0,Asia
188,Cambodia,KHM,2015,81.0,92.0,93.0,Asia
189,Cambodia,KHM,2021,71.92725,90.30829,93.50569,Asia
190,Cameroon,CMR,1976,41.0,80.0,59.0,Africa
191,Cameroon,CMR,2000,68.0,88.0,78.0,Africa
192,Cameroon,CMR,2004,,81.39,67.65,Africa
193,Cameroon,CMR,2006,,,64.67,Africa
194,Cameroon,CMR,2007,71.0,89.0,77.0,Africa
195,Cameroon,CMR,2010,71.0,85.0,76.0,Africa
196,Cameroon,CMR,2011,,86.92,73.41,Africa
197,Cameroon,CMR,2014,,,100.0,Africa
198,Cameroon,CMR,2018,72.54713,87.59698,76.3945,Africa
199,Cape Verde,CPV,1990,63.0,90.0,86.0,Africa
200,Cape Verde,CPV,2012,85.0,98.0,98.0,Africa
201,Cape Verde,CPV,2015,87.0,98.0,99.0,Africa
202,Cayman Islands,CYM,2007,99.0,99.0,99.0,North America
203,Central African Republic,CAF,1975,18.0,56.0,20.0,Africa
204,Central African Republic,CAF,1988,34.0,63.0,35.0,Africa
205,Central African Republic,CAF,2000,51.0,73.0,49.0,Africa
206,Central African Republic,CAF,2006,,,21.51,Africa
207,Central African Republic,CAF,2010,,,27.63,Africa
208,Central African Republic,CAF,2019,42.44279,64.90382,36.67682,Africa
209,Central and Southern Asia (SDG),,1975,38.60951,63.08979,35.88069,
210,Central and Southern Asia (SDG),,1976,38.67103,63.16943,35.99637,
211,Central and Southern Asia (SDG),,1977,39.32173,63.65826,37.11797,
212,Central and Southern Asia (SDG),,1978,39.97063,64.04982,38.23392,
213,Central and Southern Asia (SDG),,1979,40.614,64.35557,39.34306,
214,Central and Southern Asia (SDG),,1980,41.22859,64.54994,40.34363,
215,Central and Southern Asia (SDG),,1981,41.8161,64.62395,41.23879,
216,Central and Southern Asia (SDG),,1982,42.48007,64.87071,42.33691,
217,Central and Southern Asia (SDG),,1983,43.19952,65.06471,43.46367,
218,Central and Southern Asia (SDG),,1984,43.8527,65.18798,44.54084,
219,Central and Southern Asia (SDG),,1985,44.50827,65.35568,45.61228,
220,Central and Southern Asia (SDG),,1986,45.16565,65.54987,46.6844,
221,Central and Southern Asia (SDG),,1987,45.82521,65.81714,47.70883,
222,Central and Southern Asia (SDG),,1988,46.56606,68.65796,45.84002,
223,Central and Southern Asia (SDG),,1989,47.32452,69.49879,47.43975,
224,Central and Southern Asia (SDG),,1990,48.32116,70.41392,49.24991,
225,Central and Southern Asia (SDG),,1991,49.05992,71.12513,50.83163,
226,Central and Southern Asia (SDG),,1992,50.02463,72.52291,52.2682,
227,Central and Southern Asia (SDG),,1993,50.96456,73.86445,53.6906,
228,Central and Southern Asia (SDG),,1994,51.65748,74.50486,55.22097,
229,Central and Southern Asia (SDG),,1995,52.48868,75.20815,56.90365,
230,Central and Southern Asia (SDG),,1996,53.27746,75.8941,58.44146,
231,Central and Southern Asia (SDG),,1997,54.06332,76.53233,59.79875,
232,Central and Southern Asia (SDG),,1998,58.53805,80.47533,62.4221,
233,Central and Southern Asia (SDG),,1999,59.31843,81.09931,64.21235,
234,Central and Southern Asia (SDG),,2000,60.08303,81.62344,65.90239,
235,Central and Southern Asia (SDG),,2001,60.84338,82.06134,67.50308,
236,Central and Southern Asia (SDG),,2002,61.62705,82.56851,69.10661,
237,Central and Southern Asia (SDG),,2003,62.51307,83.6186,70.32368,
238,Central and Southern Asia (SDG),,2004,63.28101,84.02438,71.84613,
239,Central and Southern Asia (SDG),,2005,63.14516,85.62037,72.0607,
240,Central and Southern Asia (SDG),,2006,63.28799,84.61482,73.06606,
241,Central and Southern Asia (SDG),,2007,64.09655,84.8928,74.62511,
242,Central and Southern Asia (SDG),,2008,65.15713,85.80285,76.26355,
243,Central and Southern Asia (SDG),,2009,65.98215,86.28822,77.79943,
244,Central and Southern Asia (SDG),,2010,68.35281,87.72251,79.15094,
245,Central and Southern Asia (SDG),,2011,68.73041,87.85644,80.23454,
246,Central and Southern Asia (SDG),,2012,68.78113,88.13688,81.02616,
247,Central and Southern Asia (SDG),,2013,69.72007,89.19475,82.70196,
248,Central and Southern Asia (SDG),,2014,70.40182,89.51995,83.84325,
249,Central and Southern Asia (SDG),,2015,71.63145,90.11613,85.22724,
250,Central and Southern Asia (SDG),,2016,72.85133,90.8607,86.58227,
251,Central and Southern Asia (SDG),,2017,73.37587,91.27249,87.15818,
252,Central and Southern Asia (SDG),,2018,73.86521,91.21208,86.94566,
253,Central and Southern Asia (SDG),,2019,73.66493,93.88992,89.33263,
254,Central and Southern Asia (SDG),,2020,74.33241,94.12073,89.98798,
255,Central and Southern Asia (SDG),,2021,75.07198,94.41743,90.64738,
256,Central and Southern Asia (SDG),,2022,75.81275,94.68063,91.34677,
257,Central and Southern Asia (SDG),,2023,76.51431,94.92773,91.97111,
258,Chad,TCD,1993,11.0,26.0,9.0,Africa
259,Chad,TCD,2000,26.0,56.0,23.0,Africa
260,Chad,TCD,2004,28.0,54.0,31.0,Africa
261,Chad,TCD,2010,,,16.88,Africa
262,Chad,TCD,2016,22.0,41.0,22.0,Africa
263,Chad,TCD,2019,30.62792,56.26247,33.32039,Africa
264,Chile,CHL,1982,91.0,96.0,97.0,South America
265,Chile,CHL,1992,94.0,98.0,99.0,South America
266,Chile,CHL,2000,,98.9,99.3,South America
267,Chile,CHL,2002,96.0,99.0,99.0,South America
268,Chile,CHL,2003,,98.9,99.4,South America
269,Chile,CHL,2006,,98.9,99.3,South America
270,Chile,CHL,2009,,99.2,99.5,South America
271,Chile,CHL,2011,97.0,99.2,99.6,South America
272,Chile,CHL,2013,96.0,99.0,99.1,South America
273,Chile,CHL,2015,97.0,99.3,99.4,South America
274,Chile,CHL,2017,96.0,99.0,99.0,South America
275,Chile,CHL,2022,,99.1,99.5,South America
276,China,CHN,1982,66.0,95.0,82.0,Asia
277,China,CHN,1990,78.0,97.0,91.0,Asia
278,China,CHN,2000,91.0,99.0,99.0,Asia
279,China,CHN,2010,95.0,100.0,100.0,Asia
280,China,CHN,2020,97.0,100.0,100.0,Asia
281,Colombia,COL,1993,91.0,95.0,96.0,South America
282,Colombia,COL,1996,91.0,96.0,98.0,South America
283,Colombia,COL,2000,,,100.0,South America
284,Colombia,COL,2002,,96.9,98.0,South America
285,Colombia,COL,2003,,96.7,98.3,South America
286,Colombia,COL,2004,93.0,97.5,98.4,South America
287,Colombia,COL,2005,93.0,97.6,98.4,South America
288,Colombia,COL,2006,92.0,98.0,98.0,South America
289,Colombia,COL,2007,93.0,97.0,98.0,South America
290,Colombia,COL,2008,93.0,97.5,98.4,South America
291,Colombia,COL,2009,93.0,97.4,98.4,South America
292,Colombia,COL,2010,93.0,97.8,98.6,South America
293,Colombia,COL,2011,94.0,97.8,98.8,South America
294,Colombia,COL,2012,,97.8,98.7,South America
295,Colombia,COL,2013,,97.8,98.8,South America
296,Colombia,COL,2014,94.0,98.1,98.9,South America
297,Colombia,COL,2015,94.0,98.2,98.9,South America
298,Colombia,COL,2016,95.0,98.3,99.0,South America
299,Colombia,COL,2017,,98.3,99.0,South America
300,Colombia,COL,2018,95.0,98.7,99.1,South America
301,Colombia,COL,2019,95.0,98.5,99.2,South America
302,Colombia,COL,2020,96.0,98.7,99.3,South America
303,Colombia,COL,2021,,98.8,99.4,South America
304,Colombia,COL,2022,,98.6,99.2,South America
305,Colombia,COL,2023,,98.7,99.2,South America
306,Comoros,COM,1980,48.0,69.0,55.0,Africa
307,Comoros,COM,2000,68.0,84.0,78.0,Africa
308,Comoros,COM,2012,,85.0,78.59,Africa
309,Congo,COG,1984,60.0,92.0,83.0,Africa
310,Congo,COG,2005,76.0,88.0,71.0,Africa
311,Costa Rica,CRI,1984,93.0,97.0,98.0,North America
312,Costa Rica,CRI,2000,95.0,97.0,98.0,North America
313,Costa Rica,CRI,2011,97.0,99.0,99.0,North America
314,Costa Rica,CRI,2018,,74.78,99.63372,North America
315,Cote d'Ivoire,CIV,1988,34.0,60.0,38.0,Africa
316,Cote d'Ivoire,CIV,1998,36.0,54.0,40.0,Africa
317,Cote d'Ivoire,CIV,2000,49.0,71.0,52.0,Africa
318,Cote d'Ivoire,CIV,2006,,,38.57,Africa
319,Cote d'Ivoire,CIV,2014,44.0,59.0,47.0,Africa
320,Cote d'Ivoire,CIV,2016,50.03968,71.98823,54.73764,Africa
321,Cote d'Ivoire,CIV,2019,90.0,93.0,76.0,Africa
322,Cote d'Ivoire,CIV,2021,50.00064,76.16145,58.31827,Africa
323,Croatia,HRV,1991,97.0,100.0,100.0,Europe
324,Croatia,HRV,2001,98.0,100.0,100.0,Europe
325,Cuba,CUB,1981,98.0,,,
326,Cuba,CUB,2002,100.0,100.0,100.0,North America
327,Cuba,CUB,2012,100.0,100.0,100.0,North America
328,Cuba,CUB,2019,97.65491,99.53119,99.70794,North America
329,Cyprus,CYP,1992,94.0,100.0,100.0,Europe
330,Cyprus,CYP,2001,97.0,100.0,100.0,Europe
331,Cyprus,CYP,2011,99.0,100.0,100.0,Europe
332,Democratic Republic of Congo,COD,2001,67.0,78.0,63.0,Africa
333,Democratic Republic of Congo,COD,2007,,87.36,62.97,Africa
334,Democratic Republic of Congo,COD,2010,,,64.32,Africa
335,Democratic Republic of Congo,COD,2012,75.0,91.0,77.0,Africa
336,Democratic Republic of Congo,COD,2013,,92.56,76.58,Africa
337,Democratic Republic of Congo,COD,2016,77.0,91.0,80.0,Africa
338,Democratic Republic of Congo,COD,2018,73.55303,90.81754,77.53746,Africa
339,Djibouti,DJI,2006,,,51.81,Africa
340,Dominican Republic,DOM,1981,73.0,81.0,84.0,North America
341,Dominican Republic,DOM,2000,,93.2,96.5,North America
342,Dominican Republic,DOM,2001,,94.3,96.6,North America
343,Dominican Republic,DOM,2002,87.0,93.8,96.5,North America
344,Dominican Republic,DOM,2003,,94.7,96.9,North America
345,Dominican Republic,DOM,2004,,95.2,96.7,North America
346,Dominican Republic,DOM,2005,,96.2,97.3,North America
347,Dominican Republic,DOM,2006,,95.3,97.9,North America
348,Dominican Republic,DOM,2007,88.0,97.2,97.8,North America
349,Dominican Republic,DOM,2008,,95.6,97.4,North America
350,Dominican Republic,DOM,2009,,96.2,98.4,North America
351,Dominican Republic,DOM,2010,90.0,96.2,97.9,North America
352,Dominican Republic,DOM,2011,90.0,96.5,98.6,North America
353,Dominican Republic,DOM,2012,90.0,96.7,98.0,North America
354,Dominican Republic,DOM,2013,91.0,97.6,98.3,North America
355,Dominican Republic,DOM,2014,92.0,98.0,98.2,North America
356,Dominican Republic,DOM,2015,92.0,98.1,98.1,North America
357,Dominican Republic,DOM,2016,94.0,98.1,98.8,North America
358,Dominican Republic,DOM,2017,,97.8,98.4,North America
359,Dominican Republic,DOM,2018,,98.0,99.1,North America
360,Dominican Republic,DOM,2019,,98.3,99.1,North America
361,Dominican Republic,DOM,2020,,98.6,99.1,North America
362,Dominican Republic,DOM,2021,,98.7,99.0,North America
363,Dominican Republic,DOM,2022,,98.1,98.9,North America
364,Dominican Republic,DOM,2023,,98.3,98.8,North America
365,East Asia and Pacific (WB),,1976,65.691,92.06965,75.64997,
366,East Asia and Pacific (WB),,1977,65.87666,92.13786,75.98357,
367,East Asia and Pacific (WB),,1978,66.96806,92.69134,77.81567,
368,East Asia and Pacific (WB),,1979,68.20414,93.21935,79.69596,
369,East Asia and Pacific (WB),,1980,69.30146,93.65328,81.52722,
370,East Asia and Pacific (WB),,1981,70.34557,94.01275,83.11595,
371,East Asia and Pacific (WB),,1982,71.3144,94.27296,84.40361,
372,East Asia and Pacific (WB),,1983,72.2447,94.54431,85.61921,
373,East Asia and Pacific (WB),,1984,73.23163,94.79929,86.65315,
374,East Asia and Pacific (WB),,1985,74.16798,95.01331,87.46774,
375,East Asia and Pacific (WB),,1986,75.00072,95.17848,88.14246,
376,East Asia and Pacific (WB),,1987,76.17425,95.9976,89.43954,
377,East Asia and Pacific (WB),,1988,79.95977,96.41761,91.42354,
378,East Asia and Pacific (WB),,1989,80.58923,96.40825,91.76531,
379,East Asia and Pacific (WB),,1990,81.17076,96.40288,92.07513,
380,East Asia and Pacific (WB),,1991,81.71117,96.42215,92.39921,
381,East Asia and Pacific (WB),,1992,82.22357,96.44241,92.70293,
382,East Asia and Pacific (WB),,1993,82.68984,96.4574,92.95647,
383,East Asia and Pacific (WB),,1994,83.24469,96.56721,93.35312,
384,East Asia and Pacific (WB),,1995,83.8043,96.69341,93.7574,
385,East Asia and Pacific (WB),,1996,84.29005,96.79782,94.08663,
386,East Asia and Pacific (WB),,1997,89.27749,98.02458,96.96976,
387,East Asia and Pacific (WB),,1998,89.64291,98.0536,97.10172,
388,East Asia and Pacific (WB),,1999,89.96028,98.07207,97.24602,
389,East Asia and Pacific (WB),,2000,90.32185,98.10066,97.24828,
390,East Asia and Pacific (WB),,2001,90.63564,98.10212,97.37758,
391,East Asia and Pacific (WB),,2002,90.98982,98.14776,97.50698,
392,East Asia and Pacific (WB),,2003,91.36144,98.21947,97.72554,
393,East Asia and Pacific (WB),,2004,91.69448,98.30039,97.84924,
394,East Asia and Pacific (WB),,2005,92.02961,98.35316,97.97492,
395,East Asia and Pacific (WB),,2006,92.37919,98.18339,97.8041,
396,East Asia and Pacific (WB),,2007,93.5125,98.50984,98.20255,
397,East Asia and Pacific (WB),,2008,93.81618,98.81036,98.61238,
398,East Asia and Pacific (WB),,2009,94.08518,98.74872,98.60713,
399,East Asia and Pacific (WB),,2010,94.20017,98.69274,98.5755,
400,East Asia and Pacific (WB),,2011,93.8646,98.28942,98.15948,
401,East Asia and Pacific (WB),,2012,94.09502,98.32583,98.21486,
402,East Asia and Pacific (WB),,2013,94.20693,98.33456,98.28557,
403,East Asia and Pacific (WB),,2014,94.71124,98.53776,98.5517,
404,East Asia and Pacific (WB),,2015,94.92792,98.60747,98.5754,
405,East Asia and Pacific (WB),,2016,95.13196,98.6197,98.60907,
406,East Asia and Pacific (WB),,2017,95.32305,98.61173,98.6212,
407,East Asia and Pacific (WB),,2018,95.36943,98.50946,98.59121,
408,East Asia and Pacific (WB),,2019,95.80688,98.83422,98.96828,
409,East Asia and Pacific (WB),,2020,96.0287,98.93899,99.04304,
410,East Asia and Pacific (WB),,2021,96.16493,98.96167,99.0817,
411,East Asia and Pacific (WB),,2022,96.30093,98.98314,99.13032,
412,East Asia and Pacific (WB),,2023,96.43049,99.0027,99.16245,
413,East Timor,TLS,2001,38.0,,,
414,East Timor,TLS,2007,51.0,,,
415,East Timor,TLS,2009,,87.25,83.71,Asia
416,East Timor,TLS,2010,58.0,80.0,79.0,Asia
417,East Timor,TLS,2016,65.77913,89.55101,88.72531,Asia
418,Eastern and South-Eastern Asia (SDG),,1976,65.50171,92.1425,75.54955,
419,Eastern and South-Eastern Asia (SDG),,1977,65.68772,92.21163,75.88257,
420,Eastern and South-Eastern Asia (SDG),,1978,66.79352,92.77227,77.73867,
421,Eastern and South-Eastern Asia (SDG),,1979,68.04645,93.30574,79.64592,
422,Eastern and South-Eastern Asia (SDG),,1980,69.1582,93.74401,81.50134,
423,Eastern and South-Eastern Asia (SDG),,1981,70.21553,94.10611,83.11022,
424,Eastern and South-Eastern Asia (SDG),,1982,71.19647,94.36729,84.41362,
425,Eastern and South-Eastern Asia (SDG),,1983,72.1383,94.64047,85.64386,
426,Eastern and South-Eastern Asia (SDG),,1984,73.13766,94.89497,86.68919,
427,Eastern and South-Eastern Asia (SDG),,1985,74.08572,95.10735,87.51172,
428,Eastern and South-Eastern Asia (SDG),,1986,74.92859,95.27004,88.19202,
429,Eastern and South-Eastern Asia (SDG),,1987,76.1177,96.09497,89.50169,
430,Eastern and South-Eastern Asia (SDG),,1988,79.95864,96.51806,91.50705,
431,Eastern and South-Eastern Asia (SDG),,1989,80.59546,96.508,91.852,
432,Eastern and South-Eastern Asia (SDG),,1990,81.18364,96.50264,92.16502,
433,Eastern and South-Eastern Asia (SDG),,1991,81.73081,96.52341,92.49314,
434,Eastern and South-Eastern Asia (SDG),,1992,82.24957,96.54519,92.80164,
435,Eastern and South-Eastern Asia (SDG),,1993,82.72173,96.56196,93.06,
436,Eastern and South-Eastern Asia (SDG),,1994,83.28386,96.6759,93.46461,
437,Eastern and South-Eastern Asia (SDG),,1995,83.85079,96.80654,93.87752,
438,Eastern and South-Eastern Asia (SDG),,1996,84.34014,96.91575,94.21008,
439,Eastern and South-Eastern Asia (SDG),,1997,89.39987,98.16245,97.13049,
