entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Saint Pierre and Miquelon,SPM,1950,92.5,,4507,North America
Saint Pierre and Miquelon,SPM,1982,99,,6163,North America
Saint Vincent and the Grenadines,VCT,1970,96,,95977,North America
Samoa,WSM,1950,87.5,,88299,Oceania
Samoa,WSM,1991,98,,169378,Oceania
Samoa,WSM,2011,99,,194726,Oceania
Samoa,WSM,2016,99,,203509,Oceania
Samoa,WSM,2019,97.99026,,209794,Oceania
San Marino,SMR,1950,87.5,,12970,Europe
San Marino,SMR,2022,100,,34113,Europe
Sao Tome and Principe,STP,1950,17.5,,60895,Africa
Sao Tome and Principe,STP,1981,57,,100629,Africa
Sao Tome and Principe,STP,1991,73,,125711,Africa
Sao Tome and Principe,STP,2001,85,,146386,Africa
Sao Tome and Principe,STP,2012,90,,189452,Africa
Sao Tome and Principe,STP,2019,87.43846,,213405,Africa
Saudi Arabia,SAU,1950,3,,1703280,Asia
Saudi Arabia,SAU,1992,71,,11686682,Asia
Saudi Arabia,SAU,2000,79,,16177733,Asia
Saudi Arabia,SAU,2004,83,,19669486,Asia
Saudi Arabia,SAU,2013,94,,28026825,Asia
Saudi Arabia,SAU,2015,,9.34,29974944,Asia
Saudi Arabia,SAU,2017,95,,30782400,Asia
Saudi Arabia,SAU,2020,98,9.86,30991206,Asia
Senegal,SEN,1870,,0.01,1065648,Africa
Senegal,SEN,1875,,0.01,1121620,Africa
Senegal,SEN,1880,,0.01,1181172,Africa
Senegal,SEN,1885,,0.01,1234559,Africa
Senegal,SEN,1890,,0.01,1287292,Africa
Senegal,SEN,1895,,0.01,1332194,Africa
Senegal,SEN,1900,,0.02,1377037,Africa
Senegal,SEN,1905,,0.02,1423386,Africa
Senegal,SEN,1910,,0.02,1470404,Africa
Senegal,SEN,1915,,0.03,1513246,Africa
Senegal,SEN,1920,,0.29,1566552,Africa
Senegal,SEN,1925,,0.53,1678806,Africa
Senegal,SEN,1930,,0.7,1807456,Africa
Senegal,SEN,1935,,1.14,1938690,Africa
Senegal,SEN,1940,,1.29,2083292,Africa
Senegal,SEN,1945,,1.44,2272434,Africa
Senegal,SEN,1950,3,1.87,2555376,Africa
Senegal,SEN,1955,,1.95,2908512,Africa
Senegal,SEN,1960,,2.07,3340900,Africa
Senegal,SEN,1965,,2.11,3849793,Africa
Senegal,SEN,1970,,2.3,4466330,Africa
Senegal,SEN,1975,,2.49,5170812,Africa
Senegal,SEN,1980,,2.52,5845640,Africa
Senegal,SEN,1985,,2.45,6683296,Africa
Senegal,SEN,1988,27,,7289622,Africa
Senegal,SEN,1990,,2.37,7720524,Africa
Senegal,SEN,1995,,2.26,8848112,Africa
Senegal,SEN,2000,,1.98,9968262,Africa
Senegal,SEN,2002,39,,10466216,Africa
Senegal,SEN,2005,,1.67,11235473,Africa
Senegal,SEN,2006,42,,11500094,Africa
Senegal,SEN,2009,48,,12337390,Africa
Senegal,SEN,2010,,3.11,12635418,Africa
Senegal,SEN,2011,52,,12958902,Africa
Senegal,SEN,2013,44,,13710857,Africa
Senegal,SEN,2015,43.59273,3.73,14593335,Africa
Senegal,SEN,2016,46.09964,,15034517,Africa
Senegal,SEN,2017,52,,15475001,Africa
Senegal,SEN,2018,46.60591,,15914495,Africa
Senegal,SEN,2019,46.83367,,16352926,Africa
Senegal,SEN,2020,,4.4,16789217,Africa
Senegal,SEN,2023,50.35582,,18077573,Africa
Serbia,SRB,1870,,0.09,1884075,Europe
Serbia,SRB,1875,,0.1,1851085,Europe
Serbia,SRB,1880,,0.14,1834900,Europe
Serbia,SRB,1885,,0.2,1924367,Europe
Serbia,SRB,1890,,0.29,2037713,Europe
Serbia,SRB,1895,,0.41,2169715,Europe
Serbia,SRB,1900,,0.75,2313842,Europe
Serbia,SRB,1905,,1.06,2478760,Europe
Serbia,SRB,1910,,1.38,2665974,Europe
Serbia,SRB,1915,,2,2926332,Europe
Serbia,SRB,1920,,2.34,3237697,Europe
Serbia,SRB,1925,,2.79,3593807,Europe
Serbia,SRB,1930,,3.22,3989085,Europe
Serbia,SRB,1935,,3.71,4427838,Europe
Serbia,SRB,1940,,4.21,4914850,Europe
Serbia,SRB,1945,,4.47,5455427,Europe
Serbia,SRB,1950,,4.59,6009201,Europe
Serbia,SRB,1955,,4.99,6346329,Europe
Serbia,SRB,1960,,5.14,6702964,Europe
Serbia,SRB,1965,,5.45,7031142,Europe
Serbia,SRB,1970,,6.09,7324426,Europe
Serbia,SRB,1975,,6.81,7572433,Europe
Serbia,SRB,1980,,7.42,7796286,Europe
Serbia,SRB,1985,,7.92,7881551,Europe
Serbia,SRB,1990,,8.15,7874595,Europe
Serbia,SRB,1995,,8.88,7823281,Europe
Serbia,SRB,2000,,9.52,7694608,Europe
Serbia,SRB,2003,96,,7590946,Europe
Serbia,SRB,2005,,10.6,7539139,Europe
Serbia,SRB,2010,,11.52,7395872,Europe
Serbia,SRB,2011,98,,7364858,Europe
Serbia,SRB,2015,,11.49,7177257,Europe
Serbia,SRB,2016,99,,7126083,Europe
Serbia,SRB,2019,99,,6966155,Europe
Serbia,SRB,2020,,11.72,6907814,Europe
Seychelles,SYC,1950,37.5,,38306,Africa
Seychelles,SYC,1987,84,,71358,Africa
Seychelles,SYC,1994,88,,77279,Africa
Seychelles,SYC,2002,92,,85878,Africa
Seychelles,SYC,2010,94,,94993,Africa
Sierra Leone,SLE,1870,,0.02,877540,Africa
Sierra Leone,SLE,1875,,0.03,910217,Africa
Sierra Leone,SLE,1880,,0.03,944663,Africa
Sierra Leone,SLE,1885,,0.04,980408,Africa
Sierra Leone,SLE,1890,,0.05,1017500,Africa
Sierra Leone,SLE,1895,,0.06,1055989,Africa
Sierra Leone,SLE,1900,,0.08,1095929,Africa
Sierra Leone,SLE,1905,,0.1,1137375,Africa
Sierra Leone,SLE,1910,,0.15,1179670,Africa
Sierra Leone,SLE,1915,,0.18,1218922,Africa
Sierra Leone,SLE,1920,,0.21,1263887,Africa
Sierra Leone,SLE,1925,,0.22,1354453,Africa
Sierra Leone,SLE,1930,,0.24,1458247,Africa
Sierra Leone,SLE,1935,,0.26,1564126,Africa
Sierra Leone,SLE,1940,,0.31,1680790,Africa
Sierra Leone,SLE,1945,,0.36,1833389,Africa
Sierra Leone,SLE,1950,7.5,0.41,1999628,Africa
Sierra Leone,SLE,1955,,0.46,2120895,Africa
Sierra Leone,SLE,1960,,0.51,2268361,Africa
Sierra Leone,SLE,1965,,0.68,2468669,Africa
Sierra Leone,SLE,1970,,0.87,2712287,Africa
Sierra Leone,SLE,1975,,1.14,2974659,Africa
Sierra Leone,SLE,1980,,1.44,3272097,Africa
Sierra Leone,SLE,1985,,1.81,3638444,Africa
Sierra Leone,SLE,1990,,2.17,4196834,Africa
Sierra Leone,SLE,1995,,2.55,4179178,Africa
Sierra Leone,SLE,2000,,2.9,4423615,Africa
Sierra Leone,SLE,2004,35,,5355715,Africa
Sierra Leone,SLE,2005,,3.36,5501707,Africa
Sierra Leone,SLE,2010,,4.28,6222715,Africa
Sierra Leone,SLE,2015,,4.23,7037660,Africa
Sierra Leone,SLE,2017,44.83318,,7379300,Africa
Sierra Leone,SLE,2019,43.57778,,7731994,Africa
Sierra Leone,SLE,2020,,4.99,7912557,Africa
Singapore,SGP,1950,47.5,,1013318,Asia
Singapore,SGP,1980,83,,2437496,Asia
Singapore,SGP,1990,89,,3039593,Asia
Singapore,SGP,2000,93,,4035251,Asia
Singapore,SGP,2010,96,,5077020,Asia
Singapore,SGP,2011,96,,5182242,Asia
Singapore,SGP,2012,96,,5293345,Asia
Singapore,SGP,2013,97,,5385589,Asia
Singapore,SGP,2014,97,,5457899,Asia
Singapore,SGP,2015,97,12.54,5525343,Asia
Singapore,SGP,2016,97,,5577936,Asia
Singapore,SGP,2017,97,,5604087,Asia
Singapore,SGP,2018,97,,5634366,Asia
Singapore,SGP,2019,97,,5669562,Asia
Singapore,SGP,2020,97,13.06,5620151,Asia
Singapore,SGP,2021,98,,5546291,Asia
Slovakia,SVK,2015,,13.03,5420278,Europe
Slovakia,SVK,2020,,13.14,5455028,Europe
Slovenia,SVN,1991,100,,1999191,Europe
Slovenia,SVN,2015,,11.95,2059946,Europe
Slovenia,SVN,2020,,12.06,2102421,Europe
Solomon Islands,SLB,1950,7.5,,108650,Oceania
Solomon Islands,SLB,1999,77,,430511,Oceania
Somalia,SOM,2022,54,,17801895,Africa
Somaliland,OWID_SML,1950,3,,,
South Africa,ZAF,1870,,0.68,3728529,Africa
South Africa,ZAF,1875,,0.8,3934099,Africa
South Africa,ZAF,1880,,0.96,4150956,Africa
South Africa,ZAF,1885,,1.15,4379716,Africa
South Africa,ZAF,1890,,1.3,4621030,Africa
South Africa,ZAF,1895,,1.3,4875584,Africa
South Africa,ZAF,1900,,1.22,5163858,Africa
South Africa,ZAF,1905,,1.24,5600893,Africa
South Africa,ZAF,1910,,1.28,6093688,Africa
South Africa,ZAF,1915,,1.61,6606440,Africa
South Africa,ZAF,1920,,2.38,7168076,Africa
South Africa,ZAF,1925,,2.75,7928675,Africa
South Africa,ZAF,1930,,3.09,8793161,Africa
South Africa,ZAF,1935,,3.42,9721741,Africa
South Africa,ZAF,1940,,3.7,10736810,Africa
South Africa,ZAF,1945,,3.98,11814022,Africa
South Africa,ZAF,1950,42.5,4.2,13038501,Africa
South Africa,ZAF,1955,,4.4,14533371,Africa
South Africa,ZAF,1960,,4.47,16440175,Africa
South Africa,ZAF,1965,,4.55,19089382,Africa
South Africa,ZAF,1970,,4.7,22279990,Africa
South Africa,ZAF,1975,,4.9,25690943,Africa
South Africa,ZAF,1980,76,5.18,29518857,Africa
South Africa,ZAF,1985,,5.21,35042097,Africa
South Africa,ZAF,1990,,6.89,40746274,Africa
South Africa,ZAF,1995,,8.37,44541557,Africa
South Africa,ZAF,1996,82,,45123023,Africa
South Africa,ZAF,2000,,7.92,47159715,Africa
South Africa,ZAF,2005,,8.86,49490041,Africa
South Africa,ZAF,2007,89,,50528575,Africa
South Africa,ZAF,2009,93,,51728518,Africa
South Africa,ZAF,2010,93,9.89,52344047,Africa
South Africa,ZAF,2011,93,,52995212,Africa
South Africa,ZAF,2012,94,,53782570,Africa
South Africa,ZAF,2014,94,,55594840,Africa
South Africa,ZAF,2015,94,10.15,56723536,Africa
South Africa,ZAF,2016,91.73724,,57259550,Africa
South Africa,ZAF,2017,87,,57635158,Africa
South Africa,ZAF,2019,95,,59587880,Africa
South Africa,ZAF,2020,,10.47,60562374,Africa
South Africa,ZAF,2021,90,,61502602,Africa
South America,,1870,,0.18058558,23934719,
South America,,1875,,0.22741506,25750976,
South America,,1880,,0.27658266,27912182,
South America,,1885,,0.32335466,30698196,
South America,,1890,,0.3676362,33890958,
South America,,1895,,0.4190729,37395860,
South America,,1900,,0.69071114,41330741,
South America,,1905,,0.89044285,45692841,
South America,,1910,,1.122505,50545993,
South America,,1915,,1.356635,55745990,
South America,,1920,,1.6258094,61458404,
South America,,1925,,1.8396424,67901379,
South America,,1930,,2.0606284,75000544,
South America,,1935,,2.2786927,82200318,
South America,,1940,,2.46007,90256708,
South America,,1945,,2.641585,100916695,
South America,,1950,,2.84321,112973206,
South America,,1955,,3.058821,129351392,
South America,,1960,,3.3215625,148441136,
South America,,1965,,3.642195,169787372,
South America,,1970,,4.118323,191855157,
South America,,1975,,4.2123356,215072895,
South America,,1980,,4.6174974,240599668,
South America,,1985,,5.3961205,268127340,
South America,,1990,,6.052577,295639583,
South America,,1995,,6.7083187,322239766,
South America,,2000,,7.4435296,348018743,
South America,,2005,,8.177308,370696350,
South America,,2010,,8.695377,390701117,
South America,,2015,,8.554252,409619969,
South America,,2020,,8.909957,426213552,
South Asia (WB),,1975,36.03934,,,
South Asia (WB),,1976,36.04425,,,
South Asia (WB),,1977,36.69573,,,
South Asia (WB),,1978,37.34392,,,
South Asia (WB),,1979,37.98554,,,
South Asia (WB),,1980,38.5959,,,
South Asia (WB),,1981,39.17633,,,
South Asia (WB),,1982,39.82555,,,
South Asia (WB),,1983,40.47922,,,
South Asia (WB),,1984,41.1337,,,
South Asia (WB),,1985,41.78567,,,
South Asia (WB),,1986,42.44037,,,
South Asia (WB),,1987,43.09805,,,
South Asia (WB),,1988,43.84537,,,
South Asia (WB),,1989,44.61243,,,
South Asia (WB),,1990,45.35921,,,
South Asia (WB),,1991,46.08564,,,
South Asia (WB),,1992,47.08633,,,
South Asia (WB),,1993,48.08146,,,
South Asia (WB),,1994,48.84938,,,
South Asia (WB),,1995,49.64049,,,
South Asia (WB),,1996,50.4492,,,
South Asia (WB),,1997,51.26017,,,
South Asia (WB),,1998,56.07956,,,
South Asia (WB),,1999,56.87631,,,
South Asia (WB),,2000,57.65058,,,
South Asia (WB),,2001,58.41306,,,
South Asia (WB),,2002,59.20313,,,
South Asia (WB),,2003,60.09578,,,
South Asia (WB),,2004,60.87617,,,
South Asia (WB),,2005,60.67367,,,
South Asia (WB),,2006,60.84876,,,
South Asia (WB),,2007,61.68392,,,
South Asia (WB),,2008,62.5963,,,
South Asia (WB),,2009,63.45801,,,
South Asia (WB),,2010,66.02896,,,
South Asia (WB),,2011,66.62986,,,
South Asia (WB),,2012,66.67659,,,
South Asia (WB),,2013,67.70576,,,
South Asia (WB),,2014,68.45516,,,
South Asia (WB),,2015,69.78215,,,
South Asia (WB),,2016,71.10578,,,
South Asia (WB),,2017,71.66783,,,
South Asia (WB),,2018,72.19206,,,
South Asia (WB),,2019,71.96603,,,
South Asia (WB),,2020,72.68319,,,
South Asia (WB),,2021,73.47901,,,
South Asia (WB),,2022,74.26527,,,
South Asia (WB),,2023,75.00885,,,
South Korea,KOR,1870,,0.01,9663904,Asia
South Korea,KOR,1875,,0.01,9669329,Asia
South Korea,KOR,1880,,0.01,9671270,Asia
South Korea,KOR,1885,,0.01,9673164,Asia
South Korea,KOR,1890,,0.01,9675019,Asia
South Korea,KOR,1895,,0.01,9676883,Asia
South Korea,KOR,1900,,0.3,9687522,Asia
South Korea,KOR,1905,,0.6,9754112,Asia
South Korea,KOR,1910,,0.82,9911592,Asia
South Korea,KOR,1915,,1.46,10607621,Asia
South Korea,KOR,1920,,1.96,11464533,Asia
South Korea,KOR,1925,,2.37,12435630,Asia
South Korea,KOR,1930,,2.8,13456220,Asia
South Korea,KOR,1935,,3.24,14306538,Asia
South Korea,KOR,1940,,3.63,15330291,Asia
South Korea,KOR,1945,,3.96,17532227,Asia
South Korea,KOR,1950,37.5,4.64,19757319,Asia
South Korea,KOR,1955,,5.22,22125104,Asia
South Korea,KOR,1960,,4.46,26115388,Asia
South Korea,KOR,1965,,5.68,29284343,Asia
South Korea,KOR,1970,,6.59,32542203,Asia
South Korea,KOR,1975,,7.54,35875741,Asia
South Korea,KOR,1980,,8.61,38141109,Asia
South Korea,KOR,1985,,9.52,41148956,Asia
South Korea,KOR,1990,,10.46,44081425,Asia
South Korea,KOR,1995,,11.17,45368425,Asia
South Korea,KOR,2000,,11.8,46766660,Asia
South Korea,KOR,2005,,12.27,47851646,Asia
South Korea,KOR,2008,98,,48356485,Asia
South Korea,KOR,2010,,12.96,48769329,Asia
South Korea,KOR,2015,,13.33,50983909,Asia
South Korea,KOR,2020,,13.68,51858481,Asia
South Sudan,SSD,2008,27,,8817645,Africa
Spain,ESP,1475,3,,6500000,Europe
Spain,ESP,1550,4,,8500000,Europe
Spain,ESP,1650,5,,8000000,Europe
Spain,ESP,1750,8,,10073306,Europe
Spain,ESP,1870,,1.63,16205967,Europe
Spain,ESP,1875,,1.86,16527207,Europe
Spain,ESP,1880,,2.19,16871852,Europe
Spain,ESP,1885,,2.54,17302962,Europe
Spain,ESP,1890,,2.84,17749968,Europe
Spain,ESP,1895,,3.09,18157788,Europe
Spain,ESP,1900,41.3,3.27,18592411,Europe
Spain,ESP,1905,,3.4,19202565,Europe
Spain,ESP,1910,47.8,3.49,19859082,Europe
Spain,ESP,1915,,3.38,20535137,Europe
Spain,ESP,1920,56,3.28,21275357,Europe
Spain,ESP,1925,,3.2,22314065,Europe
Spain,ESP,1930,,3.31,23440849,Europe
Spain,ESP,1935,,3.31,24576871,Europe
Spain,ESP,1940,76.8,3.42,25747164,Europe
Spain,ESP,1945,,3.66,26888200,Europe
Spain,ESP,1950,82.5,3.83,28077048,Europe
Spain,ESP,1955,,4.04,29089774,Europe
Spain,ESP,1960,,4.42,30404938,Europe
Spain,ESP,1965,,4.7,32110669,Europe
Spain,ESP,1970,,5.33,33812720,Europe
Spain,ESP,1975,,6.19,35795771,Europe
Spain,ESP,1980,,7.24,37537560,Europe
Spain,ESP,1981,93,,37812708,Europe
Spain,ESP,1985,,7.24,38601315,Europe
Spain,ESP,1990,,7.51,39084975,Europe
Spain,ESP,1991,96,,39201750,Europe
Spain,ESP,1995,,8.72,40052733,Europe
Spain,ESP,2000,,9.65,41019772,Europe
Spain,ESP,2004,97,,43234562,Europe
Spain,ESP,2005,98,10.64,43958883,Europe
Spain,ESP,2006,98,,44695446,Europe
Spain,ESP,2007,98,,45516501,Europe
Spain,ESP,2008,98,,46235055,Europe
Spain,ESP,2009,98,,46635182,Europe
Spain,ESP,2010,98,10.75,46840469,Europe
Spain,ESP,2011,98,,46998040,Europe
Spain,ESP,2012,98,,47018323,Europe
Spain,ESP,2013,98,,46860394,Europe
Spain,ESP,2014,98,,46720187,Europe
Spain,ESP,2015,98,11.24,46683683,Europe
Spain,ESP,2016,98,,46732768,Europe
Spain,ESP,2018,98,,47092817,Europe
Spain,ESP,2020,99,11.51,47679482,Europe
Spain,ESP,2021,100,,47735670,Europe
Sri Lanka,LKA,1870,,0.16,2777781,Asia
Sri Lanka,LKA,1875,,0.18,2955263,Asia
Sri Lanka,LKA,1880,,0.19,3092435,Asia
Sri Lanka,LKA,1885,,0.23,3260992,Asia
Sri Lanka,LKA,1890,,0.3,3454615,Asia
Sri Lanka,LKA,1895,,0.38,3738296,Asia
Sri Lanka,LKA,1900,,0.48,4063376,Asia
Sri Lanka,LKA,1901,26.4,,4135627,Asia
Sri Lanka,LKA,1905,,0.58,4449526,Asia
Sri Lanka,LKA,1910,,0.87,4860106,Asia
Sri Lanka,LKA,1911,31,,4932467,Asia
Sri Lanka,LKA,1915,,1.17,5190518,Asia
Sri Lanka,LKA,1920,,1.42,5500957,Asia
Sri Lanka,LKA,1921,39.9,,5554509,Asia
Sri Lanka,LKA,1925,,2.08,5746923,Asia
Sri Lanka,LKA,1930,,2.42,5987713,Asia
Sri Lanka,LKA,1935,,2.76,6211836,Asia
Sri Lanka,LKA,1940,,3.05,6492745,Asia
Sri Lanka,LKA,1945,,3.3,7139430,Asia
Sri Lanka,LKA,1946,57.8,,7287633,Asia
Sri Lanka,LKA,1950,62.5,3.55,7811051,Asia
Sri Lanka,LKA,1955,,3.84,8623328,Asia
Sri Lanka,LKA,1960,,4.12,9661384,Asia
Sri Lanka,LKA,1965,,4.49,10916965,Asia
Sri Lanka,LKA,1970,,6.63,12287113,Asia
Sri Lanka,LKA,1975,,6.97,13548989,Asia
Sri Lanka,LKA,1980,,7.22,14847972,Asia
Sri Lanka,LKA,1981,87,,15099417,Asia
Sri Lanka,LKA,1985,,7.89,15544152,Asia
Sri Lanka,LKA,1990,,8.9,16352460,Asia
Sri Lanka,LKA,1995,,9.83,17564065,Asia
Sri Lanka,LKA,2000,,10.77,19293056,Asia
Sri Lanka,LKA,2001,91,,19600361,Asia
Sri Lanka,LKA,2005,,10.83,20216531,Asia
Sri Lanka,LKA,2006,91,,20352416,Asia
Sri Lanka,LKA,2008,91,,20629377,Asia
Sri Lanka,LKA,2010,91,10.67,20879092,Asia
Sri Lanka,LKA,2015,,10.09,21729975,Asia
Sri Lanka,LKA,2016,92,,21910763,Asia
Sri Lanka,LKA,2017,92,,22087525,Asia
Sri Lanka,LKA,2018,92,,22253116,Asia
Sri Lanka,LKA,2019,92,,22410552,Asia
Sri Lanka,LKA,2020,92,10.33,22561808,Asia
Sri Lanka,LKA,2021,92,,22700377,Asia
Sri Lanka,LKA,2022,92,,22834965,Asia
Sri Lanka,LKA,2023,93,,22971615,Asia
Sub-Saharan Africa (SDG),,1984,49.00235,,,
Sub-Saharan Africa (SDG),,1985,49.37137,,,
Sub-Saharan Africa (SDG),,1986,49.70577,,,
Sub-Saharan Africa (SDG),,1987,50.36095,,,
Sub-Saharan Africa (SDG),,1988,50.89607,,,
Sub-Saharan Africa (SDG),,1989,51.45966,,,
Sub-Saharan Africa (SDG),,1990,52.11274,,,
Sub-Saharan Africa (SDG),,1991,52.47592,,,
Sub-Saharan Africa (SDG),,1992,52.97165,,,
Sub-Saharan Africa (SDG),,1993,53.5766,,,
Sub-Saharan Africa (SDG),,1994,54.20362,,,
Sub-Saharan Africa (SDG),,1995,54.63169,,,
Sub-Saharan Africa (SDG),,1996,55.26828,,,
Sub-Saharan Africa (SDG),,1997,56.09558,,,
Sub-Saharan Africa (SDG),,1998,56.75086,,,
Sub-Saharan Africa (SDG),,1999,57.59484,,,
Sub-Saharan Africa (SDG),,2000,56.3906,,,
Sub-Saharan Africa (SDG),,2001,57.14965,,,
Sub-Saharan Africa (SDG),,2002,57.85295,,,
Sub-Saharan Africa (SDG),,2003,58.36514,,,
Sub-Saharan Africa (SDG),,2004,59.04088,,,
Sub-Saharan Africa (SDG),,2005,58.71344,,,
Sub-Saharan Africa (SDG),,2006,58.41726,,,
Sub-Saharan Africa (SDG),,2007,58.17579,,,
Sub-Saharan Africa (SDG),,2008,58.48229,,,
Sub-Saharan Africa (SDG),,2009,58.94138,,,
Sub-Saharan Africa (SDG),,2010,59.61513,,,
Sub-Saharan Africa (SDG),,2011,61.13006,,,
Sub-Saharan Africa (SDG),,2012,62.3788,,,
Sub-Saharan Africa (SDG),,2013,63.23391,,,
Sub-Saharan Africa (SDG),,2014,63.92325,,,
Sub-Saharan Africa (SDG),,2015,64.52015,,,
Sub-Saharan Africa (SDG),,2016,65.10612,,,
Sub-Saharan Africa (SDG),,2017,65.44503,,,
Sub-Saharan Africa (SDG),,2018,67.06734,,,
Sub-Saharan Africa (SDG),,2019,67.71821,,,
Sub-Saharan Africa (SDG),,2020,67.9072,,,
Sub-Saharan Africa (SDG),,2021,67.89861,,,
Sub-Saharan Africa (SDG),,2022,68.2313,,,
Sub-Saharan Africa (SDG),,2023,68.5022,,,
Sub-Saharan Africa (WB),,1985,49.67415,,,
Sub-Saharan Africa (WB),,1986,49.99505,,,
Sub-Saharan Africa (WB),,1987,50.62446,,,
Sub-Saharan Africa (WB),,1988,51.13833,,,
Sub-Saharan Africa (WB),,1989,51.67959,,,
Sub-Saharan Africa (WB),,1990,52.30686,,,
Sub-Saharan Africa (WB),,1991,52.65164,,,
Sub-Saharan Africa (WB),,1992,53.12544,,,
Sub-Saharan Africa (WB),,1993,53.7068,,,
Sub-Saharan Africa (WB),,1994,54.30921,,,
Sub-Saharan Africa (WB),,1995,54.72155,,,
Sub-Saharan Africa (WB),,1996,55.37812,,,
Sub-Saharan Africa (WB),,1997,56.21824,,,
Sub-Saharan Africa (WB),,1998,56.89161,,,
Sub-Saharan Africa (WB),,1999,57.74526,,,
Sub-Saharan Africa (WB),,2000,56.62755,,,
Sub-Saharan Africa (WB),,2001,57.40014,,,
Sub-Saharan Africa (WB),,2002,58.11591,,,
Sub-Saharan Africa (WB),,2003,58.6459,,,
Sub-Saharan Africa (WB),,2004,59.33332,,,
Sub-Saharan Africa (WB),,2005,59.05679,,,
Sub-Saharan Africa (WB),,2006,58.16811,,,
Sub-Saharan Africa (WB),,2007,57.96338,,,
Sub-Saharan Africa (WB),,2008,58.28565,,,
Sub-Saharan Africa (WB),,2009,58.75711,,,
Sub-Saharan Africa (WB),,2010,59.43254,,,
Sub-Saharan Africa (WB),,2011,60.91714,,,
Sub-Saharan Africa (WB),,2012,62.14601,,,
Sub-Saharan Africa (WB),,2013,62.99641,,,
Sub-Saharan Africa (WB),,2014,63.68724,,,
Sub-Saharan Africa (WB),,2015,64.28751,,,
Sub-Saharan Africa (WB),,2016,64.87826,,,
Sub-Saharan Africa (WB),,2017,65.2303,,,
Sub-Saharan Africa (WB),,2018,66.81657,,,
Sub-Saharan Africa (WB),,2019,67.44165,,,
Sub-Saharan Africa (WB),,2020,67.62379,,,
Sub-Saharan Africa (WB),,2021,67.61568,,,
Sub-Saharan Africa (WB),,2022,67.93573,,,
Sub-Saharan Africa (WB),,2023,68.19624,,,
Sudan,SDN,1870,,0.01,4882759,Africa
Sudan,SDN,1875,,0.01,4929581,Africa
Sudan,SDN,1880,,0.01,4977386,Africa
Sudan,SDN,1885,,0.01,5024850,Africa
Sudan,SDN,1890,,0.01,5071932,Africa
Sudan,SDN,1895,,0.01,5118592,Africa
Sudan,SDN,1900,,0.02,5164788,Africa
Sudan,SDN,1905,,0.02,5210473,Africa
Sudan,SDN,1910,,0.03,5255604,Africa
Sudan,SDN,1915,,0.15,5299641,Africa
Sudan,SDN,1920,,0.16,5388664,Africa
Sudan,SDN,1925,,0.18,5509789,Africa
Sudan,SDN,1930,,0.22,5633637,Africa
Sudan,SDN,1935,,0.24,5760270,Africa
Sudan,SDN,1940,,0.27,5889749,Africa
Sudan,SDN,1945,,0.29,6022138,Africa
Sudan,SDN,1950,7.5,0.35,6189915,Africa
Sudan,SDN,1955,,0.43,7181691,Africa
Sudan,SDN,1960,,0.51,8364491,Africa
Sudan,SDN,1965,,0.63,9858033,Africa
Sudan,SDN,1970,,0.78,11695768,Africa
Sudan,SDN,1975,,1.03,14064803,Africa
Sudan,SDN,1980,,1.42,17058908,Africa
Sudan,SDN,1985,,1.93,19905872,Africa
Sudan,SDN,1990,,2.4,22021484,Africa
Sudan,SDN,1995,,2.78,24672144,Africa
Sudan,SDN,2000,61,3.09,27816748,Africa
Sudan,SDN,2005,,3.31,31262447,Africa
Sudan,SDN,2008,54,,33623980,Africa
Sudan,SDN,2010,,3.49,35414403,Africa
Sudan,SDN,2015,,3.85,40024433,Africa
Sudan,SDN,2020,,4.38,46789237,Africa
Suriname,SUR,1950,72.5,,195575,South America
Suriname,SUR,2004,90,,513928,South America
Suriname,SUR,2008,95,,537252,South America
Suriname,SUR,2010,95,,549931,South America
Suriname,SUR,2012,93,,562640,South America
Sweden,SWE,1475,1,,507784,Europe
Sweden,SWE,1550,1,,766244,Europe
Sweden,SWE,1650,23,,1368171,Europe
Sweden,SWE,1750,48,,1772683,Europe
Sweden,SWE,1870,,3.6,4168979,Europe
Sweden,SWE,1875,,3.71,4366984,Europe
Sweden,SWE,1880,,3.85,4563030,Europe
Sweden,SWE,1885,,3.98,4679989,Europe
Sweden,SWE,1890,,4.09,4792852,Europe
Sweden,SWE,1895,,4.21,4952734,Europe
Sweden,SWE,1900,,4.32,5123503,Europe
Sweden,SWE,1905,,4.42,5289570,Europe
Sweden,SWE,1910,,4.5,5463482,Europe
Sweden,SWE,1915,,4.59,5670156,Europe
Sweden,SWE,1920,,4.84,5876734,Europe
Sweden,SWE,1925,,5.06,6014675,Europe
Sweden,SWE,1930,,5.64,6141408,Europe
Sweden,SWE,1935,,5.89,6255485,Europe
Sweden,SWE,1940,,6.16,6393377,Europe
Sweden,SWE,1945,,6.53,6691367,Europe
Sweden,SWE,1950,98.5,6.95,7016565,Europe
Sweden,SWE,1955,,7.28,7262328,Europe
Sweden,SWE,1960,,7.69,7484597,Europe
Sweden,SWE,1965,,8.12,7733011,Europe
Sweden,SWE,1970,,8.65,8042783,Europe
Sweden,SWE,1975,,9.62,8192641,Europe
Sweden,SWE,1980,,10.3,8310470,Europe
Sweden,SWE,1985,,10.65,8350249,Europe
Sweden,SWE,1990,,11.03,8558571,Europe
Sweden,SWE,1995,,11.41,8826298,Europe
Sweden,SWE,2000,,11.72,8872099,Europe
