,id,symbol,name,market_cap,market_cap_rank
1037,ageur,eura,EURA,24548231,1038
1038,wrapped-core,wcore,Wrapped CORE,24416262,1039
1039,flock-2,flock,FLOCK,24399056,1040
1040,gains-network,gns,Gains Network,24340885,1041
1041,umbra,umbra,Umbra,24285318,1042
1042,ozapay,oza,Ozapay,24264863,1043
1043,moonriver,movr,Moonriver,24233152,1044
1044,gyroscope-gyd,gyd,Gyroscope GYD,24179937,1045
1045,l2-standard-bridged-usdt-base,usdt,L2 Standard Bridged USDT (Base),24163116,1046
1046,mantle-bridged-usdc-mantle,usdc,Mantle Bridged USDC (Mantle),24159386,1047
1047,bitcoin-limited-edition,btcle,Bitcoin Limited Edition,23972935,1048
1048,syndicate-3,synd,Syndicate,23906274,1049
1049,binance-peg-avalanche,avax,Binance-Peg Avalanche,23863380,1050
1050,electroneum,etn,Electroneum,23760519,1051
1051,oho-blockchain,oho,OHO Blockchain,23633218,1052
1052,invesco-qqq-etf-ondo-tokenized-etf,qqqon,Invesco QQQ ETF (Ondo Tokenized ETF),23536300,1053
1053,0xy,0xy,0xy,23502687,1054
1054,catizen,cati,Catizen,23498173,1055
1055,skor-ai,skorai,SKOR AI,23430398,1056
1056,hydradx,hdx,Hydration,23387340,1057
1057,unit-fartcoin,ufart,Unit Fartcoin,23364719,1058
1058,moviebloc,mbl,MovieBloc,23376073,1059
1059,wazirx,wrx,WazirX,23616907,1060
1060,sharp-token,sharp,Sharp Token,22919458,1061
1061,gleec-coin,gleec,Gleec Coin,22848669,1062
1062,circle-xstock,crclx,Circle xStock,22821955,1063
1063,ekubo-protocol,ekubo,Ekubo Protocol,22815276,1064
1064,hegic,hegic,Hegic,22788863,1065
1065,usualx,usualx,USUALx,22776073,1066
1066,compound-basic-attention-token,cbat,cBAT,22657728,1067
1067,synfutures,f,SynFutures,22721712,1068
1068,nillion,nil,Nillion,22694601,1069
1069,yield-basis,yb,Yield Basis,22671778,1070
1070,ponke,ponke,PONKE,22579094,1071
1071,concierge-io,ava,AVA (Travala),22447444,1072
1072,joe,joe,JOE,22464936,1073
1073,avail,avail,Avail,22345307,1074
1074,a-hunters-dream,caw,A Hunters Dream,22339386,1075
1075,diamond-launch,dlc,Diverge Loop,22334865,1076
1076,troll-2,troll,TROLL,22305922,1077
1077,staked-usn,susn,Staked USN,22296247,1078
1078,iota-2,sn9,iota,22272590,1079
1079,harmony-horizen-bridged-usdc-harmony,1usdc,Harmony Horizon Bridged USDC (Harmony),22249770,1080
1080,fluid-wrapped-ether,fweth,Fluid Wrapped Ether,22245661,1081
1081,apriori,apr,aPriori,22239755,1082
1082,rootstock,rbtc,Rootstock Bitcoin,22092175,1083
1083,coin98,c98,Coin98,21915701,1084
1084,mezo-usd,musd,Mezo USD,21823129,1085
1085,rujira,ruji,Rujira,21784500,1086
1086,arcblock,abt,Arcblock,21864619,1087
1087,moonbeam,glmr,Moonbeam,21776104,1088
1088,gnosis-xdai-bridged-weth-gnosis-chain,weth,Gnosis xDai Bridged WETH (Gnosis Chain),21774351,1089
1089,carrot-2,crt,Carrot,21769544,1090
1090,huobi-token,ht,Huobi,21814982,1091
1091,ishares-core-s-p-500-etf-ondo-tokenized-etf,ivvon,iShares Core S&P 500 ETF (Ondo Tokenized ETF),21757026,1092
1092,sceptre-staked-flr,sflr,Sceptre Staked FLR,21722024,1093
1093,incrypt,inc,Incrypt,21715125,1094
1094,act-i-the-ai-prophecy,act,Act I The AI Prophecy,21704688,1095
1095,omnibridge-bridged-zcash-solana,zec,OmniBridge Bridged Zcash (Solana),21697134,1096
1096,wrapped-bitcoin-pulsechain,wbtc,Wrapped Bitcoin (PulseChain),21693586,1097
1097,foom,foom,Foom,21665886,1098
1098,bouncebit,bb,BounceBit,21665181,1099
1099,superrare,rare,SuperRare,21652613,1100
1100,yieldfi-ytoken,yusd,YieldFi yToken,21563203,1101
1101,maverick-protocol,mav,Maverick Protocol,21539681,1102
1102,bankercoin-2,bnkr,BankrCoin,21539461,1103
1103,lorenzo-protocol,bank,Lorenzo Protocol,21482902,1104
1104,makerdao-arbitrum-bridged-dai-arbitrum-one,dai,MakerDAO Arbitrum Bridged DAI (Arbitrum One),21459911,1105
1105,capx-ai,capx,Capx AI,21438664,1106
1106,velvet,velvet,Velvet,21413804,1107
1107,dora-2,dora,DORA,21402573,1108
1108,usdh-2,usdh,USDH,21349387,1109
1109,benqi,qi,BENQI,21327295,1110
1110,metronome-synth-usd,msusd,Metronome Synth USD,21249710,1111
1111,kinetiq-markets-lst,kmhype,Kinetiq Markets HYPE,21213860,1112
1112,propy,pro,Propy,21205181,1113
1113,unity-2,uty,Unity,21149138,1114
1114,shardus,ult,Shardus,21146675,1115
1115,gradients,sn56,Gradients,21122504,1116
1116,nosana,nos,Nosana,21115347,1117
1117,alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,21110631,1118
1118,uscr,uscr,USCR,21095504,1119
1119,everlyn,lyn,Everlyn,21087431,1120
1120,velodrome-finance,velo,Velodrome Finance,21048793,1121
1121,stake-link,sdl,stake.link,21045868,1122
1122,kernel-2,kernel,KernelDAO,20995328,1123
1123,cetus-protocol,cetus,Cetus Protocol,20774941,1124
1124,metadium,meta,Metadium,20847187,1125
1125,solayer-staked-sol,ssol,Solayer Staked SOL,20736010,1126
1126,stbl,stbl,STBL,20703371,1127
1127,renzo,rez,Renzo,20699244,1128
1128,eclipse-3,es,Eclipse,20674857,1129
1129,xphere,xp,Xphere,20662918,1130
1130,endurance,ace,Fusionist,20657329,1131
1131,hippius,sn75,Hippius,20647672,1132
1132,hyperbeat-usdt,hbusdt,Hyperbeat USDT,20625891,1133
1133,gods-unchained,gods,Gods Unchained,20613171,1134
1134,botanix-pegged-bitcoin,pbtc,Botanix Pegged Bitcoin,20543830,1135
1135,spiko-digital-assets-cash-carry-fund,spkcc,Spiko Digital Assets Cash & Carry Fund,20536306,1136
1136,gnosis-xdai-bridged-usdc-gnosis,usdc,Gnosis xDAI Bridged USDC (Gnosis),20530083,1137
1137,gems-vip,gems,Gems VIP,20482904,1138
1138,particle-network,parti,Particle Network,20439340,1139
1139,tensor,tnsr,Tensor,20277439,1140
1140,max-token,max,MAX,20307835,1141
1141,bob-build-on-bitcoin,bob,BOB (Build on Bitcoin),20255406,1142
1142,real-token,real,Real Token,20222081,1143
1143,celer-network,celr,Celer Network,20106477,1144
1144,strikecoin,strx,StrikeX,20213192,1145
1145,looped-hype,lhype,Looped Hype,20209382,1146
1146,kyuzo-s-friends,ko,Kyuzo's Friends,20154648,1147
1147,aia,aia,DeAgentAI,20144520,1148
1148,hairdao,hair,HairDAO,20140327,1149
1149,dogs-2,dogs,Dogs,20124107,1150
1150,allora,allo,Allora,20104911,1151
1151,equitedge,eeg,EquitEdge,20019981,1152
1152,nvidia-xstock,nvdax,NVIDIA xStock,19978851,1153
1153,solv-protocol,solv,Solv Protocol,19914456,1154
1154,metaplex,mplx,Metaplex,19907209,1155
1155,gigadot,gdot,GIGADOT,19894020,1156
1156,bitlight,light,Bitlight,19833672,1157
1157,cookie,cookie,Cookie DAO,19748229,1158
1158,origin-protocol,ogn,Origin Token,19632797,1159
1159,achain,act,Achain,19671454,1160
1160,openserv,serv,OpenServ,19598227,1161
1161,von,von,VON,19559424,1162
1162,janction,jct,Janction,19521129,1163
1163,mev-capital-usual-boosted-usdc-morpho-vault,usualusdc+,MEV Capital Usual Boosted USDC Morpho Vault,19517939,1164
1164,memex-token,mmx,MEMEX Token,19511983,1165
1165,tether-avalanche-bridged-usdt-e,usdte,Avalanche Bridged USDT (Avalanche),19477138,1166
1166,hyperion-staked-aptos,stapt,Hyperion Staked Aptos,19476844,1167
1167,karma-2,karma,KARMA,19458443,1168
1168,bityuan,bty,Bityuan,19462669,1169
1169,torch-of-liberty,liberty,Torch of Liberty,19441331,1170
1170,sosana,sosana,SOSANA,19430555,1171
1171,seda-2,seda,SEDA,19396241,1172
1172,elysia,el,ELYSIA,19294439,1173
1173,scout-protocol-token,dev,Scout Protocol Token,19339450,1174
1174,jpy-coin,jpyc,JPY Coin,19317828,1175
1175,binance-peg-filecoin,fil,Binance-Peg Filecoin,19301347,1176
1176,layerzero-bridged-usdc-etherlink,usdc,Etherlink Bridged USDC (Etherlink),19282984,1177
1177,owlto-finance,owl,Owlto Finance,19269268,1178
1178,marblex,mbx,MARBLEX,19236932,1179
1179,ampleforth-governance-token,forth,Ampleforth Governance,19220319,1180
1180,elastos,ela,Elastos,19210540,1181
1181,bone-shibaswap,bone,Bone ShibaSwap,19210189,1182
1182,metamui,mmui,MetaMUI,19157206,1183
1183,zeus-netwok-zbtc,zbtc,Zeus Network zBTC,19065797,1184
1184,tribe-2,tribe,Tribe,19059038,1185
1185,boba-network,boba,Boba Network,19058247,1186
1186,l2-standard-bridged-weth-blast,weth,L2 Standard Bridged WETH (Blast),19051003,1187
1187,restaking-vault-eth,rsteth,Restaking Vault ETH,19018746,1188
1188,nxusd,nxusd,NXUSD,18999468,1189
1189,qkacoin,qka,Qkacoin,18957597,1190
1190,mubarak,mubarak,Mubarak,18868984,1191
1191,wrapped-quil,quil,Wrapped QUIL,18854173,1192
1192,degate,dg,DeGate,18850687,1193
1193,midas-mapollo,mapollo,Midas mAPOLLO,18825659,1194
1194,mango-markets,mngo,Mango,18685519,1195
1195,intuition,trust,Intuition,18673973,1196
1196,epic-chain,epic,Epic Chain,18630854,1197
1197,polyswarm,nct,PolySwarm,18601063,1198
1198,magma-finance,magma,Magma Finance,18577129,1199
1199,stakestone,sto,StakeStone,18475034,1200
1200,usdc-rainbow-bridge,usdc.e,Rainbow Bridged USDC (Near),18417548,1201
1201,avalon-2,avl,Avalon,18406454,1202
1202,ishares-20-year-treasury-bond-etf-ondo-tokenized-etf,tlton,iShares 20+ Year Treasury Bond ETF (Ondo Tokenized ETF),18390447,1203
1203,czs-dog,broccoli,CZ's Dog,18348189,1204
1204,wrapped-songbird,wsgb,Wrapped Songbird,18234543,1205
1205,storj,storj,Storj,18181746,1206
1206,the9bit,9bit,The9bit,18168581,1207
1207,abelian,abel,Abelian,18026358,1208
1208,hashflow,hft,Hashflow,18009735,1209
1209,wrapped-viction,wvic,Wrapped Viction,18008134,1210
1210,midas-xrp,mxrp,Midas XRP,17999396,1211
1211,tesla-ondo-tokenized-stock,tslaon,Tesla (Ondo Tokenized Stock),17982211,1212
1212,dent,dent,Dent,17967268,1213
1213,win-3,win,Win,17913681,1214
1214,jpyc,jpyc,JPY Coin v1,17882886,1215
1215,magic-internet-money-optimism,mim,Magic Internet Money (Optimism),17879618,1216
1216,binance-peg-near-protocol,near,Binance-Peg NEAR Protocol,17859752,1217
1217,bitlayer-bitvm,btr,Bitlayer,17846174,1218
1218,graphite-protocol,gp,Graphite Protocol,17841971,1219
1219,aura-on-sol,aura,aura,17816113,1220
1220,savings-crvusd,scrvusd,Savings crvUSD,17776180,1221
1221,puffer-finance,puffer,Puffer,17772297,1222
1222,4-2,4,4,17772057,1223
1223,roll-2,roll,ROLL,17768165,1224
1224,airtor-protocol,anyone,ANyONe Protocol,17741838,1225
1225,simon-s-cat,cat,Simon's Cat,17682102,1226
1226,owb,owb,OWB,17674634,1227
1227,elizaos,elizaos,ElizaOS,17640796,1228
1228,unit-solana,usol,Unit Solana,17608763,1229
1229,supra,supra,Supra,17556331,1230
1230,six,six,Six Sigma,17491632,1231
1231,hylo-leveraged-sol,xsol,Hylo Leveraged SOL,17455071,1232
1232,steakhouse-usdt,steakusdt,Steakhouse USDT V2,17442105,1233
1233,og-fan-token,og,OG Fan Token,17429901,1234
1234,ethichub,ethix,Ethix,17281450,1235
1235,inverse-finance,inv,Inverse Finance,17269787,1236
1236,comtech-gold,cgo,Comtech Gold,17245735,1237
1237,angle-usd,usda,USDA,17146853,1238
1238,sideshift-token,xai,SideShift,17141303,1239
1239,acet-token,act,Acet,17104988,1240
1240,initia,init,Initia,17101118,1241
1241,dodo,dodo,DODO,16943250,1242
1242,corgiai,corgiai,CorgiAI,17039631,1243
1243,saga-2,saga,Saga,17031713,1244
1244,ix-swap,ixs,IXS,17017028,1245
1245,alpha-quark-token,aqt,Alpha Quark,17172947,1246
1246,yieldfi-vyusd,vyusd,YieldFi vyUSD,16945870,1247
1247,alchemix,alcx,Alchemix,16996489,1248
1248,treehouse,tree,Treehouse,16928278,1249
1249,goldfinch,gfi,Goldfinch,16888165,1250
